	Unnamed: 0	cote	article_id	article_titre	revue_annee	page	article_description	article_section
311	15786	90156x1903x80	AMN-1903-72	Variétés. Les crachoirs hygiéniques, par le Dr Chambissier (thèse). [James Niven]	1903	70		article
312	15791	90156x1903x80	AMN-1903-81	Le choléra à bord de la « Comète », par le Dr Lasserre, 	1903	71		article
313	15792	90156x1903x80	AMN-1903-94	Note complémentaire sur le développement des élèves de l'École navale, par le Dr Thémoin, 	1903	72		article
314	15793	90156x1903x80	AMN-1903-99	Nos pêcheurs des bancs et du French Shore, par le Dr A. Titi, 	1903	81		article
315	15795	90156x1903x80	AMN-1903-107	Variétés. Création d'un brevet d'officier interprète. [Camille Pelletan]	1903	94		article
316	15796	90156x1903x80	AMN-1903-108	Variétés. Statistique médicale annuelle de la marine. [Camille Pelletan]	1903	99	 / Pêcheurs français	article
317	15797	90156x1903x80	AMN-1903-109	Variétés. Officiers en instance de convalescence. / Résidence libre. / Thermomètres enregistreurs. / Délivrance de ceintures de flanelle	1903	107	. / Statistique médicale annuelle de la marine	article
318	15798	90156x1903x80	AMN-1903-110	Variétés. Délivrance de ceintures de flanelle. / Modification dans l'aménagement des navires. / Matériel de cuisine. / Admissions dans les hôpitaux. / Acuité visuelle des marins réadmis ou rengagés	1903	108	. / Officiers en instance de convalescence	Statistique médicale
319	15799	90156x1903x80	AMN-1903-111	Variétés. Acuité visuelle des marins réadmis ou rengagés. / Draps de hamac. / L'expédition Charcot	1903	109		article
320	15800	90156x1903x80	AMN-1903-113	Variétés. / Avis concernant l'admission, en 1903, dans les trois écoles annexes de médecine navale et à l'École principale du Service de santé de la marine à Bordeaux	1903	110		article
321	15818	90156x1903x80	AMN-1903-161	La table du matelot, par le Dr A. Valence, 	1903	111		article
322	15830	90156x1903x80	AMN-1903-207	La conservation de l'eau potable à bord des navires de guerre, par le Dr L. Sestini, 	1903	113		article
323	15839	90156x1903x80	AMN-1903-220	Variétés. Permutations. / Veston de cuir et veston de drap noir. / Ameublement de bord. / Question de préséance	1903	161	 / Repas	article
324	15840	90156x1903x80	AMN-1903-221	Variétés. Question de préséance. / Frais d'embarquement et de débarquement des bagages. / Visites de Corps	1903	207	 Traduction abrégée, par le Dr Santelli, ... / Première partie	article
325	15841	90156x1903x80	AMN-1903-222	Variétés. Visites de Corps. Visite du Ministre de la Marine à l'École principale du Service de santé de la Marine à Bordeaux. / Autorisation accordée aux officiers et fonctionnaires de la Marine, de faire partie de la société pour la propagation des langues étrangères en France. / Délivrance d'un thermo-cautère aux navires pourvus d'un médecin	1903	220		article
326	15844	90156x1903x80	AMN-1903-241	Le croiseur de 2e classe « Pascal » dans l'escadre de l'Extrême-Orient, en 1901-1902, par le Dr Richer de Forges, 	1903	221		article
327	15849	90156x1903x80	AMN-1903-263	Souvenirs de croisière dans la Mer Rouge, par le Dr Bartet, 	1903	222		article
328	15863	90156x1903x80	AMN-1903-284	La filtration de l'eau potable à bord des navires de guerre, par le Dr Sestini, 	1903	241	 / Nombre de malades et de journées de traitement	article
329	15870	90156x1903x80	AMN-1903-310	Variétés. Admission des pensionnaires de la marine dans les établissements hospitaliers de la guerre. / Décoration des édifices de la marine. / Suppression de la grande tenue pour les officiers des différents corps de la marine. [Camille Pelletan]	1903	263	 I. Djeddah. / Climat de Djeddah	article
330	15871	90156x1903x80	AMN-1903-312	Variétés. / Notification d'un décret sur les frais de route et de séjour	1903	284	 Traduction abrégée, par le Dr Santelli, ... / Bibliographie. / Publications nouvelles. / Les affections parasyphilitiques, par le Dr S.-R. Hermanides, ... - Octave Doin, éditeur, 8, place de l'Odéon, Paris-VIe	article
331	15872	90156x1903x80	AMN-1903-314	Variétés. Notification d'un décret sur les frais de route et de séjour. [Camille Pelletan]. / Délivrance d'une seringue de roux aux navires effectuant des campagnes lointaines. (Services de la Flotte armée, Service administratif de la Flotte, Subsistances et Hôpitaux.)	1903	310		article
332	15873	90156x1903x80	AMN-1903-316	Variétés. / Liste des périodiques échangés avec les archives de médecine navale	1903	312		article
333	15890	90156x1903x80	AMN-1903-347	Transformation myéloïde complète de la rate dans une intoxication subaiguë par le bichlorure de mercure. Étude anatomo-pathologique, par le Dr Moulinier, 	1903	314		article
334	15917	90156x1903x80	AMN-1903-390	Variétés. Circulaire du ministre de la marine relative à l'attribution du brevet d'officier interprète aux officiers de réserve. [Camille Pelletan]. / Eaux thermales. / Peinture au minium. / L'hygiène dans la flotte	1903	316		article
335	15918	90156x1903x80	AMN-1903-391	Variétés. / La lutte contre la syphilis	1903	347	 / Macroscopiquement. / Examen microscopique	article
336	15921	90156x1903x80	AMN-1903-401	Climatologie et hygiène, influence de l'état électrique de l'atmosphère, particulièrement à Madagascar, par M. le Dr Joly	1903	390		Circulaire
337	15928	90156x1903x80	AMN-1903-414	Hernie crurale étranglée, kélotomie, anus contre nature, guérison, par le Dr Barbe, 	1903	391		article
338	15929	90156x1903x80	AMN-1903-417	Fracture de la base du crâne, par le Dr Vialet, 	1903	401		article
339	15930	90156x1903x80	AMN-1903-418	Méthylarsinates de mercure, par M. Saint-Sernin, 	1903	414	 / Fracture de la base du crâne, par le Dr Vialet, ..	article
340	15936	90156x1903x80	AMN-1903-428	L'eau distillée, comme eau de boisson à bord, par le Dr Pungier, 	1903	417	 / Méthylarsinates de mercure, par M. Saint-Sernin, ... / Méthylarsinate mercureux	article
341	15937	90156x1903x80	AMN-1903-431	L'hygiène et les hôpitaux à Cuba, à la Nouvelle-Orléans et à New-York, par le Dr Pungier, 	1903	418	 Méthylarsinate mercureux. Analyse. Dosage de l'arsenic	article
342	15944	90156x1903x80	AMN-1903-456	Variétés. / Laïcisation et organisation des services dans les hôpitaux de la marine (rapport au président de la république française, décret et arrêté ministériel)	1903	428	 / L'hygiène et les hôpitaux à Cuba, à la Nouvelle-Orléans et à New-York, par le Dr Pungier, ... / Cuba. / Santiago	article
343	15945	90156x1903x80	AMN-1903-465	 Circulaire relative à la modification des heures de visite médicale dans les hôpitaux maritimes	1903	431	 Cuba. Santiago. / La Havane	article
344	15946	90156x1903x80	AMN-1903-466	Variétés. Circulaire relative à la modification des heures de visite médicale dans les hôpitaux maritimes. [Camille Pelletan]. / Hôpitaux d'Islande	1903	456		article
345	15947	90156x1903x80	AMN-1903-467	L'hygiène à bord du Suffren. / Décision ministérielle autorisant les officiers à faire partie de la ligue des médecins et des familles	1903	465		Circulaire
346	15948	90156x1903x80	AMN-1903-468	Variétés. / Rapport au président de la république, suivi d'un décret portant modifications à l'ordonnance du 26 janvier 1832 sur les pensions de l'armée de mer. [Camille Pelletan]	1903	466		Circulaire
347	15949	90156x1903x80	AMN-1903-469	Variétés. Rapport au président de la république, suivi d'un décret portant modifications à l'ordonnance du 26 janvier 1832 sur les pensions de l'armée de mer. [Émile Loubet]. / Visite médicale des marins. [Camille Pelletan]	1903	467		article
348	15950	90156x1903x80	AMN-1903-470	Variétés. / The association of military surgeons of the United States. [James Evelyn Pilcher]. / The Enno Sander Prize	1903	468		article
349	15955	90156x1904x81	AMN-1904-5	Appareil électrolyseur de l'eau de mer pour la désinfection des poulaines, par le Dr E. Bellet	1903	469		article
350	15961	90156x1904x81	AMN-1904-16	Contribution à l'étude du pian à la Côte d'Ivoire, son traitement par le bichromate de potasse, par le Dr Cannac	1903	470		article
351	15967	90156x1904x81	AMN-1904-43	Un cas de chondrome du médius droit, par le Dr Lafolie	1904	5		article
352	15972	90156x1904x81	AMN-1904-52	Méthylarsinate de bismuth, par M. A. Saint-Sernin	1904	16	 / Traitement. / Médication indigène par le citrate de fer	article
353	15982	90156x1904x81	AMN-1904-65	Variétés. / Délivrance aux contre-torpilleurs d'escadre d'un filtre système Lapeyrère. [Camille Pelletan.]. / Dépêche ministérielle adressée au directeur des forges de la chaussade, à Guérigny	1904	43	 / Maladie actuelle. / État actuel. / Tumeur	article
354	15983	90156x1904x81	AMN-1904-66	Variétés. Dépêche ministérielle adressée au directeur des forges de la chaussade, à Guérigny. [Camille Pelletan.]. / Visite du ministre de la marine à l'école principale du service de santé de la marine à Bordeaux. / Dépêche ministérielle relative à l'entretien des coffres à médicaments et à pansements	1904	52	 Dosage de l'arsenic	article
355	15984	90156x1904x81	AMN-1904-67	Variétés. Dépêche ministérielle relative à l'entretien des coffres à médicaments et à pansements. [Camille Pelletan.]. / Hygiène sociale	1904	65		article
356	15986	90156x1904x81	AMN-1904-81	La lutte contre le paludisme dans l'est africain allemand, par le Dr Souls	1904	66		article
357	15988	90156x1904x81	AMN-1904-91	Note sur le goundou ou anakhré, par le Dr Cannac	1904	67		article
358	15992	90156x1904x81	AMN-1904-99	Un cas de maladie du sommeil (observé à la Côte d'Ivoire), par le Dr Cannac	1904	81		article
359	15998	90156x1904x81	AMN-1904-109	La médecine navale aux XVIIe et au XVIIIe siècle, par le Dr Reinhold Ruge,	1904	91	 / Pathogénie	article
360	16006	90156x1904x81	AMN-1904-151	Variétés. Plaie pénétrante de l'abdomen par arme à feu, sans lésions de viscères, par le Dr H. Gros	1904	99	 État actuel, 21 octobre 1901. / Antécédents héréditaires. / Habitus extérieur	article
361	16008	90156x1904x81	AMN-1904-161	Essai étiologique et pathogénique sur la tuberculose, par le Dr Albert Titi	1904	109	 Traduit de l'allemand par le Dr Gros..	article
362	16011	90156x1904x81	AMN-1904-187	Fonctionnement du service médical du « Peï-Ho », par le Dr Normand	1904	151	 / Muséum d'histoire naturelle	article
363	16021	90156x1904x81	AMN-1904-200	La médecine navale au XVIIe et au XVIIIe siècle, par le Dr Reinhold Ruge,	1904	161		article
364	16023	90156x1904x81	AMN-1904-241	Accidents survenus à la suite de l'explosion d'un réservoir de torpille à bord du Jauréguiberry, par le Dr Guézennec	1904	187	 Établissements français. / Pei-Ho. / Casernements	article
365	16027	90156x1904x81	AMN-1904-298	Variétés. / Isolement, dans les hôpitaux de la marine, des malades atteints de maladies contagieuses et en particulier de tuberculose pulmonaire ouverte	1904	200	 traduit de l'allemand par le Dr Gros,... (Suite.)	article
366	16028	90156x1904x81	AMN-1904-300	Variétés. / Modification du décret du 4 août 1903 supprimant la grande tenue des officiers supérieurs et subalternes. [C. Pelletan.]. [Émile Loubet.]	1904	241		article
367	16029	90156x1904x81	AMN-1904-301	Variétés. / Répartition des archives de médecine navale pour l'année 1904	1904	298		article
368	16030	90156x1904x81	AMN-1904-311	Variétés. Répartition des archives de médecine navale pour l'année 1904. / Liste des périodiques échangés avec les archives de médecine navale	1904	300		article
369	16034	90156x1904x81	AMN-1904-321	"L'hôpital du croiseur ""Jeanne-d'Arc"". Son installation, par le Dr Lassabatie"	1904	301		article
370	16035	90156x1904x81	AMN-1904-331	"La canonnière le ""Capricorne"" dans l'océan indien (1902-1904), par le Dr Chemin"	1904	311		article
371	16039	90156x1904x81	AMN-1904-350	Étude médicale de l'île de Groix, par le Dr Vincent	1904	321		article
372	16054	90156x1904x81	AMN-1904-379	Variétés. / Aspirateur potain modifié, par le Dr Palasne de Champeaux	1904	331		article
373	16055	90156x1904x81	AMN-1904-381	Variétés. / Modification du fonctionnement des hôpitaux maritimes	1904	350	 / État physique	article
374	16056	90156x1904x81	AMN-1904-382	Variétés. Modification du fonctionnement des hôpitaux maritimes. [C. Pelletan.]. / Application dans la marine de la loi du 15 février 1902 relative à la protection de la santé publique	1904	379		article
375	16063	90156x1904x81	AMN-1904-401	La tuberculose dans la marine au port de Brest. Par le Dr Friocourt	1904	381		article
376	16076	90156x1904x81	AMN-1904-427	Hôpital maritime de Port-Louis. Migration vers le rein droit d'un abcès du foie, sans pénétration dans les voies urinaires. Ouverture par la voie lombaire. Guérison. Par le Dr Pfihl	1904	382		article
377	16077	90156x1904x81	AMN-1904-431	Recherches sur les méthylarsinates, par M. Saint-Sernin	1904	401	 / Mesures d'isolement concernant les tuberculeux	article
378	16084	90156x1904x81	AMN-1904-442	Étude médicale de l'île de Groix, par le Dr Vincent,	1904	427	 Observation. / Réflexions. / Recherches sur les méthylarsinates, par M. Saint-Sernin... / 1° Méthylarsinates de mercure	article
379	16101	90156x1904x81	AMN-1904-472	Variétés. / Modifications à introduire dans la liste des médicaments en usage dans les hôpitaux. [C. Pelletan.]	1904	431	 1° Méthylarsinates de mercure. / Asepsie parfaite	article
380	16107	90156x1904x82	AMN-1904-5	L'hôpital de combat à bord de Cesarevitch, par le Dr Fontan, 	1904	442	 (Suite.)	article
381	16108	90156x1904x82	AMN-1904-10	L'hygiène du marin en 1903, à bord du croiseur cuirassé Pothuau (escadre de la Méditerranée), par le Dr Trabaud, 	1904	472		article
382	16126	90156x1904x82	AMN-1904-32	L'explosion du « Forbin », croiseur de 3e classe, par le Dr L'Helgouach, 	1904	5		article
383	16145	90156x1904x82	AMN-1904-75	Variétés. Puériculture. [Dr E. Ausset.]. / Tarif des tirages à part des travaux insérés dans les archives de médecine navale	1904	10	 / Alimentation. / A. Vivres de ration	article
384	16147	90156x1904x82	AMN-1904-81	Essai historique, critique et clinique sur le traitement de la pneumonie lobaire ou fibrineuse aiguë, par le Dr L.-E. Bertrand, 	1904	32	 et le Dr Valence... / L'explosion	article
385	16158	90156x1904x82	AMN-1904-119	Note médicale sur l'hôpital russe du Munychie (Grèce), par le Dr Duval, 	1904	75		article
386	16162	90156x1904x82	AMN-1904-124	Étude médicale de l'île de Groix, par le Dr Vincent, 	1904	81	 / I	article
387	16180	90156x1904x82	AMN-1904-155	Variétés. Mesures à prendre en vue de la prophylaxie de la tuberculose dans les casernes de gendarmerie. [C. Pelletan.]. / Limitation des délivrances de lait au personnel employé journellement au maniement des peintures. Rappel des précautions à observer pour l'exécution de certains travaux pouvant offrir des dangers	1904	119	 / Mobilier	article
388	16181	90156x1904x82	AMN-1904-157	Variétés. Limitation des délivrances de lait au personnel employé journellement au maniement des peintures. Rappel des précautions à observer pour l'exécution de certains travaux pouvant offrir des dangers. [C. Pelletan.]. / Enlèvement des emblèmes religieux garnissant des locaux autres que les chapelles. [C. Pelletan.]	1904	124	 (Suite et fin.). Maladies du système digestif. / Muguet. / Aphtes. / Amygdalites. / Angines dites herpétiques. / Syphilis buccale	article
389	16214	90156x1904x82	AMN-1904-216	Hôpital maritime de Lorient. Hépatite suppurée nostras idiopathique, à évolution latente et à symptômatologie fruste. - Grand abcès unique, enkysté, staphylococcique. Ouverture dorsale postéro-inférieure. - Guérison. Par le Dr F. Michel, 	1904	155		article
390	16215	90156x1904x82	AMN-1904-223	Que peut-il arriver aux blessés dans une guerre maritime ? Par le vice-amiral D. Paschen, traduit de l'allemand par le Dr E. Bellet, 	1904	157		article
391	16216	90156x1904x82	AMN-1904-225	L'eau potable à bord. Captation et distribution de l'eau potable, eau distillée et eau stérilisée, par le Dr P. le Méhauté, 	1904	216	 et le Dr Defressine, ... / Que peut-il arriver aux blessés dans une guerre maritime ? Par le vice-amiral D. Paschen, traduit de l'allemand par le Dr E. Bellet, ..	article
392	16222	90156x1904x82	AMN-1904-235	Variétés. / Organisation de l'inspection du travail dans les établissements de la marine	1904	223	 / L'eau potable à bord. / Captation et distribution de l'eau potable, eau distillée et eau stérilisée, par le Dr P. le Méhauté, ..	article
393	16224	90156x1904x82	AMN-1904-241	Contribution à la prophylaxie de la tuberculose dans la marine, par le Dr Guès, 	1904	225	 / I. Défectuosités du système actuel de production, de captation et de distribution de l'eau potable. - Moyens d'y remédier. - Fontaines de distribution à pipettes individuelles	article
394	16230	90156x1904x82	AMN-1904-255	L'eau potable à bord. Captation et distribution de l'eau potable. Eau distillée et eau stérilisée, par le Dr P. le Méhauté, 	1904	235		article
395	16236	90156x1904x82	AMN-1904-274	Les navires-hôpitaux japonais. Par le Dr Georges Varenne, 	1904	241		article
396	16240	90156x1904x82	AMN-1904-279	Le bassin du Yang-Tsé-Kiang. Par M. le Dr Rideau, 	1904	255	 (Suite et fin.). / IV. Désinfection des caisses à eau. - Flambage à l'aide d'une lampe à souder	article
397	16242	90156x1904x82	AMN-1904-292	Les maladies de misère physiologique chez les pêcheurs de Terre-Neuve, par le Dr G. Bonain, 	1904	274	 / Navires-hôpitaux de l'État. / Personnel. / Aménagements	article
398	16251	90156x1904x82	AMN-1904-316	Variétés. Examen de la vision des candidats à l'École navale. [C. Pelletan.]. / Mesures à prendre pour éviter la propagation de la tuberculose. [C. Pelletan.]	1904	279		article
399	16259	90156x1904x82	AMN-1904-333	Notes sur la côte ouest de Madagascar, par le Dr L. Cassien, 	1904	292	 / Fréquence du scorbut à Terre-Neuve	article
400	16267	90156x1904x82	AMN-1904-346	La mécanothérapie et les blessés de la marine, par le Dr G. Bonain	1904	316		article
401	16273	90156x1904x82	AMN-1904-360	Note sur l'emploi de la stovaïne en art dentaire, par le Dr Gauran	1904	333	 Nossy-bé. / Majunga. / Naméla	article
402	16274	90156x1904x82	AMN-1904-363	Le territoire de Quang-Tchéou-Wan, par le Dr Cazamian, 	1904	346	 / Historique	article
403	16282	90156x1904x82	AMN-1904-391	Action pathogène des parasites de l'intestin : appendicite, fièvre typhoïde, dysenterie, par le Dr Jules Guiart, 	1904	360		article
404	16287	90156x1904x82	AMN-1904-396	Variétés. / Conditons dans lesquelles les marins et militaires, etc., pourront sortir des hôpitaux maritimes avant complète guérison	1904	363		article
405	16288	90156x1904x82	AMN-1904-397	Variétés. Conditons dans lesquelles les marins et militaires, etc., pourront sortir des hôpitaux maritimes avant complète guérison. [C. Pelletan.]. / Service des médecins et pharmaciens de 3e classe à l'école d'application. [C. Pelletan.]	1904	391	 / Bibliographie. / Précis des accidents du travail (médecine légale jurisprudence), par Gustave Ollive, ... et Henri Le Meignen, ... ; avec la collaboration (pour la partie ophtalmologique) du Dr E. Aubineau, ... Préface de MM. Brouardel, Benoit et Constant - F. R. de Rudeval, éditeur, rue Antoine-Dubois, 4, Paris-VIe, 1905	article
406	16290	90156x1904x82	AMN-1904-401	Réservoirs d'eau métalliques et leur cimentage à bord des navires de guerre, par le Dr A. Valence, 	1904	396		article
407	16292	90156x1904x82	AMN-1904-456	Un cas de lèpre observé à l'hôpital maritime de Brest, par le Dr Thémoin, 	1904	397		article
408	16293	90156x1904x82	AMN-1904-459	Un cas de lèpre observé à l'hôpital maritime de Brest, par le Dr Thémoin	1904	401		article
409	16297	90156x1904x82	AMN-1904-467	Les moules et la fièvre typhoïde, par le Dr Pungier, 	1904	456	 / Antécédents héréditaires. / Antécédents personnels	article
410	16298	90156x1904x82	AMN-1904-474	Note médicale sur une expédition militaire dans l'intérieur de l'île de Céram, par le Dr J.-B. van Leent, 	1904	459	 Antécédents personnels. / Habitus extérieur	article
411	16304	90156x1905x83	AMN-1905-5	Étude sur le développement des apprentis à l'entrée et à la sortie de l'école des ouvriers mécaniciens de la marine, par le Dr Lacarrière, 	1904	467	 / Note médicale sur une expédition militaire dans l'intérieur de l'île de Céram, par le Dr J.-B. van Leent, ..	article
412	16313	90156x1905x83	AMN-1905-38	Hôpital maritime de Lorient. Péritonite suppurée consécutive à une perforation de l'intestin grêle de cause indéterminée. - Laparotomie et suture après 52 heures. - Guérison. Par les docteurs F. Michel, 	1904	474	 / Bibliographie. / Un traitement curatif de la tuberculose pulmonaire, par le Dr Arthuis, ... A. Maloine, libraire-éditeur, rue de l'École-de-Médecine, Paris, 1905. [A. D.]. / Le traitement de la surdité, prophylaxie et hygiène, par le Dr Chavanne, ... Librairie J.-B. Baillère et fils, rue Hautefeuille, 19, Paris, 1905	article
413	16314	90156x1905x83	AMN-1905-39	Les contre-torpilleurs de l'escadre de la Méditerranée en 1904, par le Dr Duval,	1905	5		article
414	16320	90156x1905x83	AMN-1905-47	La station locale du Congo Français et du Gabon, par M. le Dr Duville,	1905	38	, et Defressine, ... / Les contre-torpilleurs de l'escadre de la Méditerranée en 1904, par le Dr Duval,..	article
415	16332	90156x1905x83	AMN-1905-69	Variétés. / Congrès international de médecine à Lisbonne en 1906. / Rangs de préséance des officiers embarqués. Circulaire. [C. Pelletan.]	1905	39	 / Poste d'équipage. / Première donnée. / Deuxième donnée	article
416	16338	90156x1905x83	AMN-1905-81	Service de santé à bord, en temps de guerre, par le Dr Valence,	1905	47	 / 1. Itinéraire de l'Alcyon	article
417	16352	90156x1905x83	AMN-1905-123	Production, conservation et distribution de l'eau douce à bord du croiseur italien Varèse, par le Dr C.-M. Belli, 	1905	69		Circulaire
418	16356	90156x1905x83	AMN-1905-142	Variétés. / Départ des Islandais et des Terres-Neuvas. / Prix Blache. / Traitement de la fièvre typhoïde par le pyramidon	1905	81	 / Poste du médecin	article
419	16358	90156x1905x83	AMN-1905-161	Premiers secours aux blessés dans un combat maritime, par le Dr John Cropper Wise,	1905	123	 Traduit de l'italien par le Dr G. Varenne, ..	article
420	16359	90156x1905x83	AMN-1905-171	L'électricité médicale dans la marine, par le Dr Albert Titi,	1905	142		article
421	16361	90156x1905x83	AMN-1905-182	Influence de l'hygiène et de la nourriture sur le développement du scorbut à bord des bâtiments pêcheurs de Terre-Neuve, par le Dr Lucas,	1905	161		article
422	16362	90156x1905x83	AMN-1905-183	Curieux effet de caléfaction ; un cas de brûlure de l'oeil, par le Dr A. Lafolie,	1905	171		article
423	16363	90156x1905x83	AMN-1905-185	Les secours aux blessés dans les guerres maritimes	1905	182	 / Curieux effet de caléfaction ; un cas de brûlure de l'oeil, par le Dr A. Lafolie,..	article
447	16390	90156x1905x83	AMN-1905-235	Variétés. Mise en service de l'hôpital de Sidi-Abdallah. [Bernard, Gaston Thomson.]. / Demande de renseignements concernant la tuberculose	1905	183	 / État de l'oeil blessé	article
448	16391	90156x1905x83	AMN-1905-236	Variétés. Demande de renseignements concernant la tuberculose. [Bernard.]. / Autorisation de prendre part aux travaux des congrès coloniaux français. [Gaston Thomson.]. / Délivrance du baume du Dr Baissade aux navires de plus de 150 hommes	1905	185		article
449	16392	90156x1905x83	AMN-1905-237	Variétés. Délivrance du baume du Dr Baissade aux navires de plus de 150 hommes. [Gaston Thomson.]. / Avantages concédés au personnel de la marine par la société des eaux minérales de Châtel-Guyon. [Bernard.]	1905	235		article
450	16394	90156x1905x83	AMN-1905-241	Hôpital maritime de Lorient. / Deux cas opérés d'occlusion intestinale aiguë, l'un par diverticule de Meckel et l'autre par brides mésentériques congénitales, par le Dr Michel, 	1905	236		article
451	16395	90156x1905x83	AMN-1905-243	Hôpital maritime de Lorient. Deux cas opérés d'occlusion intestinale aiguë, l'un par diverticule de Meckel et l'autre par brides mésentériques congénitales, par le Dr Michel, 	1905	237		article
452	16397	90156x1905x83	AMN-1905-252	La tumeur bilatérale du nez des pays tropicaux, par le Dr Friedrichsen, à Zanzibar (Est de l'Afrique), traduit de l'allemand, par le Dr Souls,	1905	241	 et le Dr Defressine, ... / 1° Occlusion intestinale par diverticule de Meckel	article
453	16406	90156x1905x83	AMN-1905-269	Les secours aux blessés dans les guerres maritimes. (Suite.)	1905	243	 et le Dr Defressine, ... / 2° Occlusion intestinale par brides mésentériques congénitales	article
469	16424	90156x1905x83	AMN-1905-303	Variétés. / Autorisation à M. le pharmacien en chef de 2e classe Robert de collaborer au Droit médical. [Bernard.]. / Modification des coffres à pansement Pa et Pb. Création d'un coffre de mobilisation Pb2	1905	252	 / Âge auquel commence la maladie	article
470	16426	90156x1905x83	AMN-1905-321	L'hygiène navale à bord du croiseur cuirassé Marseillaise, par le Dr Valence,	1905	269	. C. Secours aux blessés de l'Amérique (États-Unis). / D. Secours aux blessés de l'Allemagne. (Secours officiels et secours civils). / a	article
471	16439	90156x1905x83	AMN-1905-347	Les secours aux blessés dans les guerres maritimes. (Fin.)	1905	303		article
475	16450	90156x1905x83	AMN-1905-390	Variétés. Rapport approuvé par le président de la république et suivi d'une circulaire modifiant le décret du 19 novembre 1903 sur la responsabilité du matériel des bâtiments. [Gaston Thomson, Émile Loubet.]. / Circulaire	1905	321	 Avant-propos	article
476	16451	90156x1905x83	AMN-1905-394	Variétés. Circulaire. [Gaston Thomson.]. / Rapport au président de la république, suivi d'un décret portant création de deux classes dans le grade de premier-maître infirmier	1905	347	. / II. Utilisation des yachts en temps de guerre	article
477	16452	90156x1905x83	AMN-1905-395	Variétés. Rapport au président de la république, suivi d'un décret portant création de deux classes dans le grade de premier-maître infirmier. [Gaston Thomson.]. / Décret. [Émile Loubet, Gaston Thomson.]	1905	390		Circulaire
478	16454	90156x1905x83	AMN-1905-401	La fièvre bilieuse hémoglobinurique, par le Dr Jules Regnault,	1905	394		Circulaire
479	16458	90156x1905x83	AMN-1905-429	L'hygiène navale à bord du croiseur cuirassé Marseillaise, par le Dr Valence, 	1905	395		article
480	16469	90156x1905x83	AMN-1905-475	Variétés. Modifications au décret du 15 mai 1903 portant création d'un brevet d'officier interprète. [Émile Loubet, Gaston Thomson.]. / Autorisation à M. le médecin en chef Duchateau de collaborer au traité encyclopédique d'hygiène. [Gaston Thomson.]. / Mission pour l'étude de la tuberculose à l'étranger	1905	401		article
481	16474	90156x1905x84	AMN-1905-5	Hôpital maritime de Brest. / Tumeur volumineuse de la parotide gauche (adéno-myxo-chondro-sarcome). - Extirpation. - Guérison. Par le Dr Pfihl	1905	429	 (Suite.). / Hôpital et dépendances. / Salle de bain	article
482	16475	90156x1905x84	AMN-1905-7	Hôpital maritime de Brest. Tumeur volumineuse de la parotide gauche (adéno-myxo-chondro-sarcome). - Extirpation. - Guérison. Par le Dr Pfihl	1905	475		article
483	16480	90156x1905x84	AMN-1905-18	L'hygiène navale à bord du croiseur cuirassé Marseillaise, par le Dr Valenge	1905	5	 / Observation	article
484	16493	90156x1905x84	AMN-1905-35	L'infection palustre et son traitement. Étude pratique, par le Dr H. Gros	1905	7	 Observation. / Opération	article
485	16513	90156x1905x84	AMN-1905-81	L'hygiène et les hôpitaux à Buenos-Ayres, en 1905, par le Dr Duchateau	1905	18	 / Poste des maîtres-mécaniciens	article
486	16520	90156x1905x84	AMN-1905-92	Le congrès colonial de 1905. Compte rendu, par le Dr J. Regnault	1905	35	 / I. Étiologie. / 1° L'agent palustre	article
487	16537	90156x1905x84	AMN-1905-115	L'hygiène navale à bord du croiseur cuirassé marseillaise, par le Dr Valence,	1905	81		article
488	16551	90156x1905x84	AMN-1905-136	L'infection palustre et son traitement. Étude pratique, par le Dr H. Gros. (Suite.)	1905	92	 / Conférences	article
499	16563	90156x1905x84	AMN-1905-161	Aptitude physique pour le service à bord des sous-marins, par le Dr J. Regnault	1905	115	 (Suite.). / Tranche H	article
500	16573	90156x1905x84	AMN-1905-208	L'infection palustre et son traitement. Étude pratique, par le Dr H. Gros	1905	136	. 2° L'hôte intermédiaire. / Section A	article
501	16598	90156x1905x84	AMN-1905-241	Plaie pénétrante de l'abdomen avec issue de l'intestin. Fistule stercorale consecutive. - Guérison. / Observation recueillie à l'hôpital maritime de Brest. Par le Dr Pungier,	1905	161		article
502	16600	90156x1905x84	AMN-1905-249	Deux cas de fracture de la rotule, par le Dr Machenaud	1905	208	 (Suite.). / Électricité atmosphérique. / Sur l'homme. / Sur le moustique. / Sur l'hématozoaire. / Le sol	article
503	16603	90156x1905x84	AMN-1905-253	Considérations hygiéniques sur les navires sous-marins, par le Dr C.-M. Belli,	1905	241	 et le Dr Lafolie..	article
504	16604	90156x1905x84	AMN-1905-259	Quelques cas de fluxions articulaires, apyretiques et éphémères, probablement rhumatismales. Par le Dr Brunet	1905	249	 / Observation I. - Fracture ouverte de la rotule, traitée par le cerclage	article
505	16606	90156x1905x84	AMN-1905-267	Surrénalité mercurielle chez l'homme. Son importance en pathologie, par le Dr Moulinier	1905	253	 Traduction par le Dr G. Varenne..	article
506	16612	90156x1905x84	AMN-1905-292	Variétés. / Tenues des officiers et fonctionnaires des différents corps de la marine	1905	259		article
