	article_id	article_auteur	article_titre	revue_annee	revue_numero	article_page
955	AHMC-16-791	Gallas ; Reyneau	"Clinique d'Outre-Mer. ""Basse"" de Chandernagor."	1913	16	791
956	AHMC-16-794	A. Gauducheau	Variétés. Le congrès de médecine tropicale de Hong-Kong.	1913	16	794
957	AHMC-16-803	Hesnard	Un cas de paralysie générale progressive post-insolatoire.	1913	16	803
958	AHMC-16-807		Syphilis simulant un abcès du foie	1913	16	807
959	AHMC-16-808	Aldo Castellani	Note sur la broncho-oïdiose.	1913	16	808
960	AHMC-16-811	Ch. Nicolle ;L. Blaizot;E. Conseil	Étiologie de la fièvre récurrente, son mode de transmission par les poux.	1913	16	811
961	AHMC-16-812	Lafforgue	Pneumococcies associées. Paludisme et pneumococcie.	1913	16	812
962	AHMC-16-813		La cutiréaction à la luétine	1913	16	813
963	AHMC-16-814	A. Guillon	Trois médicaments simples et peu coûteux contre le taenias.	1913	16	814
964	AHMC-16-815	Valassapoulo	L'action antihémorragique de l'émétine.	1913	16	815
965	AHMC-16-816	Crespin	Leishmaniose et paludisme chronique infantile.	1913	16	816
966	AHMC-16-817		Au sujet des métamorphoses de la Filaria loa	1913	16	817
967	AHMC-16-818	Henry Fraser ;A. T. Stanton	Sur l'étiologie du béribéri.	1913	16	818
968	AHMC-16-820	V. Petersen	Le traitement du bouton d'orient par le salvarsan.	1913	16	820
969	AHMC-16-821	L. Hata	Traitement par le salvarsan de la maladie morsure du rat au Japon.	1913	16	821
970	AHMC-16-823	Robert W. Cruickshank	"Variétés. Note sur la fièvre ""morsure du rat""."	1913	16	823
971	AHMC-16-824	L. Rogers	Traitement de la dysenterie amibienne.	1913	16	824
972	AHMC-16-825	Hermant	Fonctionnement du service de la vente de la quinine d'état dans la province de Nghé-An en 1912.	1913	16	825
973	AHMC-16-826	P. Aubert;F. Heckenroth	L'atoxyl, l'arsénophénylglycine, dans la prophylaxie chimique de la trypanosomiase humaine.	1913	16	826
974	AHMC-16-827	A. Calmette ; E. Rolants 	Recherches sur l'épuration biologique et chimique des eaux d'égout effectuées à l'Institut Pasteur de Lille et à la station expérimentale de la Madeleine.	1913	16	827
975	AHMC-16-830	Ch. Grall ;A. Clarac	Traité pratique de pathologie exotique.	1913	16	830
976	AHMC-16-832	Leger	Le paludisme en Corse. — Recherches microbiologiques. — Études prophylactiques.	1913	16	832
977	AHMC-16-837		Répartition des annales d'hygiène et de médecine coloniales. Liste des périodiques échangés	1913	16	837
978	AHMC-16-849	Duvigneau	Fièvre récurrente au Tonkin en 1912. Épidémiologique et prophylaxie.	1913	16	849
979	AHMC-16-891	Doucet;Leboeuf;Collin	Épidémie de peste en Nouvelle-Calédonie en 1912.	1913	16	891
980	AHMC-16-927	Béros ;Bocquillon	Épidémie de peste de Nérin et de Gondé (Nouvelle-Calédonie, 1912-1913).	1913	16	927
981	AHMC-16-931	Fargier	Épidémie de peste au Cap Saint-Jacques (septembre à décembre 1911).	1913	16	931
982	AHMC-16-936	Arnould	Épidémie de peste de Phu-Luu (province de Bac-Ninh) pendant le 1er trimestre de 1913.	1913	16	936
983	AHMC-16-946	Sorel	L'hygiène à la Côte d'Ivoire en 1912.	1913	16	946
984	AHMC-16-961	Couvy	Travaux d'assainissement de quelques centres importants de la Côte d'Ivoire.	1913	16	961
985	AHMC-16-979	Vallet	"La colonne ""Coudéin"" au Maroc (25 avril-15 juin 1913)."	1913	16	979
986	AHMC-16-994	Kervrann	Recherches anatomiques sur l'anastomose utéro-ovarienne.	1913	16	994
987	AHMC-16-1000	Kervrann. 	0 Recherches anatomiques sur l'anastomose utéro-ovarienne.	1913	16	1000
988	AHMC-16-1014	F. Heckenroth ;  Blanchard	4 Deux procédés simples de diagnostic de la syphilis aux colonies. L'encre de Burri pour la recherche des tréponèmes et la méthode de Lévaditi-Latapie pour le sérodiagnostic.	1913	16	1014
989	AHMC-16-1017	Boucher	Notes critiques sur la méthode du coefficient urologique.	1913	16	1017
990	AHMC-16-1029	A. Lespinasse	Essais des réactions spéciales d'une albumine acéto-soluble.	1913	16	1029
991	AHMC-16-1033	Verdier	Une épidémie de grippe infectieuse, pendant l'année 1903, dans la région du Labé (Guinée française).	1913	16	1033
992	AHMC-16-1046	F. Noc 	Fonctionnement de l'Institut d'hygiène et de microbiologie de Fort-de-France en 1912.	1913	16	1046
993	AHMC-16-1059	A. Vincent 	Fonctionnement de l'Institut d'hygiène de Saint-Denis (Réunion) pendant l'année 1912.	1913	16	1059
994	AHMC-16-1068	Lafont ;Cadet	Paludisme et fièvre jaune en Afrique occidentale française. Étude de leurs formules leucocytaires et comparaison avec celles de quelques autres maladies.	1913	16	1068
995	AHMC-16-1106	Vielle	"Maladies mentales. — Maladies simulées sur le transport ""La Loire"", voyage du 11 au 31 juillet 1913."	1913	16	1106
996	AHMC-16-1115	Guillemet	Clinique d'Outre-Mer. Dysenterie amibienne traitée sans succès par l'émétine.	1913	16	1115
997	AHMC-16-1118	Mantel ;Nogué ;Maurras;Hervier ;Brau 	L'émétine à l'hôpital de Saïgon (Cochinchine). 	1913	16	1118
998	AHMC-16-1150	J. Gaide;P. Mouzels	Note sur le traitement de l'abcès du foie d'origine amibienne par l'émétine.	1913	16	1150
999	AHMC-16-1155	Seguin	Quelques observations de dysenterie traitée par l'émétine.	1913	16	1155
1000	AHMC-16-1161	Mouzels;Gaide	Note sur le traitement de la dysenterie amibienne par l'émétine. Par M. le Dr Gaide et	1913	16	1161
1001	AHMC-16-1167	Denier	Clinique d'Outre-Mer. Laboratoire de Saïgon. Examen des selles des malades atteints d'une affection intestinale, pendant les mois de juin et juillet 1913.	1913	16	1167
1002	AHMC-16-1174	Millous	Observations d'entérite à forme pseudo-cholérique avec présence de protozoaires.	1913	16	1174
1003	AHMC-16-1177	Gaide	Note sur la dengue en Annam-Tonkin.	1913	16	1177
1004	AHMC-16-1181	Gallas	Lame de couteau tolérée cinq ans dans les tissus de la face.	1913	16	1181
1005	AHMC-16-1183	Gravot	Clinique d'Outre-Mer. Au sujet du mode de transmission et d'un agent probable de contagion de la mycose due au discomyces carougeaui (nodosités symétriques juxtaarticulaires).	1913	16	1183
1006	AHMC-16-1185	Camail ; Heckenroth ;Blanchard	Clinique d'Outre-Mer. Éruption scarlatiniforme généralisée au cours d'un accès pernicieux.	1913	16	1185
1007	AHMC-16-1186		Ulcères phadégéniques et 606	1913	16	1186
1008	AHMC-16-1187	Jauréguiber	Clinique d'Outre-Mer. Piqûre de serpent.	1913	16	1187
1009	AHMC-16-1190	Lafaurie	Variétés. Protection de la santé publique au Gabon	1913	16	1190
1010	AHMC-16-1194	Gauducheau	Le congrès de médecine tropicale de Hongkong(suite)	1913	16	1194
1011	AHMC-16-1200	Reboul	Hospitalisation des aliénés en Indochine	1913	16	1200
1012	AHMC-16-1214	Cheynel	La cocaïnomanie dans l’Inde	1913	16	1214
1013	AHMC-16-1218	Talbot	La cécité au Tonkin	1913	16	1218
1014	AHMC-16-1221	Thiroux;Gauducheau	La section britannique de pathologie et d’hygiène tropicale à l’exposition universelle de Gand de 1913	1913	16	1221
1015	AHMC-16-1228	Georges Lambert	Exposition de Gand. Inspection générale du service de santé des troupes coloniales, service de santé de l’armée, exposition de pathologie exotique belge.	1913	16	1228
1016	AHMC-17-5	Clarac	Nos postes consulaires en Extrême-Orient.	1914	17	5
1017	AHMC-17-24	Heusch	Organisation sanitaire de la colonie de Tahiti. Réalisations et projets (1910-1913).	1914	17	24
1018	AHMC-17-40	Georges Lambert	Sur l'épuration des eaux de boisson par le procédé aux coagulants insolubles.	1914	17	40
1019	AHMC-17-53	Deneufbourg	Paludisme observé dans le corps d'occupation de Chine (Chine du Nord).	1914	17	53
1020	AHMC-17-64	Bijon	Quelques résultats expérimentaux au sujet de la pathogénie de la fièvre bilieuse hémoglobinurique.	1914	17	64
1021	AHMC-17-68	L. Boyé 	Relations entre la consommation de la quinine et la fréquence de la fièvre bilieuse hémoglobinurique au Tonkin.	1914	17	68
1022	AHMC-17-71	E.-W. Suldey	Importance de la formule leucocytaire dans le diagnostic différentiel de l'hépatite paludéenne et de l'hépatite suppurée.	1914	17	71
1023	AHMC-17-77	Léger	Recherches au laboratoire de Bamako (Soudan Français), sur l'index paludéen, l'index filarien, la tuberculose et la trypanosomiase humaine.	1914	17	77
1024	AHMC-17-81	Blanchard	Épidémie de fièvre récurrente à Bikié (Congo Français) (1).	1914	17	81
1025	AHMC-17-87	Heymann	Traitement par les rayons X des ulcères phagédéniques tropicaux.	1914	17	87
1026	AHMC-17-97	Couvy	Travaux d'assainissement de quelques centres importants de la Côte d'Ivoire (suite).	1914	17	97
1027	AHMC-17-115	G. Hudellet	Contribution à la distribution géographique de la filariose en Afrique Occidentale Française.	1914	17	115
1028	AHMC-17-124	Lespinasse	Réaction de Wassermann et préparation des solutions injectables de 606.	1914	17	124
1029	AHMC-17-130	Comméléran	Sur un cas de délire systématisé religieux. Rapport médico-légal.	1914	17	130
1030	AHMC-17-140	Léger	Recherches scientifiques entreprises au laboratoire de Thai-Ha-Ap dans le cours de l'année 1910.	1914	17	140
1031	AHMC-17-149	G. Blin	L'uncinariose chez les chercheurs d'or et les forçats du Maroni.	1914	17	149
1032	AHMC-17-177	Leboeuf	La lèpre en Nouvelle-Calédonie et dépendances.	1914	17	177
1033	AHMC-17-197	Mathis	L'helminthiase, le goitre, la lèpre dans la haute région du Tonkin (Langson-Caobang).	1914	17	197
1034	AHMC-17-215	Mathis	Clinique d'outre-mer. Considérations sur le paludisme et la filariose en Indochine.	1914	17	215
1035	AHMC-17-229	Kernéis	Clinique d'outre-mer. Pian, Likoutombo (fièvre éruptive spéciale), béribéri au Moyen Congo. Extrait du rapport annuel de 1912.	1914	17	229
1036	AHMC-17-233	Gouzien 	Clinique d'outre-mer. Fièvre indéterminée observée sur l'Aviso la Manche en septembre-octobre 1911.	1914	17	233
1037	AHMC-17-236		Clinique d'outre-mer. Hôpital de Hanoï. Le chlorhydrate d'émétine dans les hépatites suppurées	1914	17	236
1038	AHMC-17-247	Denier	Clinique d'outre-mer. État des malades atteints d'une affection intestinale, dont les selles ont été examinées à l'institut Pasteur de Saïgon pendant les mois d'août et septembre 1913.	1914	17	247
1039	AHMC-17-252	Perthuisot	Érotomanie par pendaison. Extrait du Rapport annuel (1912) de la province de Thauh-Hoa (Annam).	1914	17	252
1040	AHMC-17-254	Pélissier	Rupture de la rate par coup de pied de cheval chez un paludéen. Épanchement hémorragique. – Suppuration. – Vomique. Mort, 62 jours après le traumatisme initial.	1914	17	254
1041	AHMC-17-257	Lafaurie	Observations d'accès pernicieux dysentériforme, cholériforme.	1914	17	257
1042	AHMC-17-261	Dupuy	Fièvre paludéenne compliquée de lésions diverses. Extrait du Rapport du poste consulaire de Canton (1912).	1914	17	261
1043	AHMC-17-262		Un cas de trypanosomiase contractée au Congo, observé à Nouméa (Nouvelle-Calédonie). Violentes réactions à la suite d'injection intraveineuses d'émétique	1914	17	262
1044	AHMC-17-264	Mouzels	Vaccin antigonococcique de Nicolle(1).	1914	17	264
1045	AHMC-17-269	Guillemet	Clinique d'outre-mer. Traitement de deux cas d'orchite blennorragique par la méthode des virus-vaccins de besredka récemment appliquée aux gonocoques par Cruveilhier(1). — Vaccin antigonococcique de Nicolle.	1914	17	269
1046	AHMC-17-271		Le vaccin antigonoccique de CH. Nicolle	1914	17	271
1047	AHMC-17-272	Ilbert	Variétés. Note sur la typho-vaccination au 8e régiment d'infanterie coloniale à Toulon (août 1912-septembre 1913).	1914	17	272
1048	AHMC-17-276	Abbatucci	La vaccination antityphique dans le corps d'armée colonial pendant l'année 1913. Par M. le Dr Lafage et	1914	17	276
1049	AHMC-17-284	L.  Colin 	Mode de préparation des solutions d'arsénobenzol billon, de salvarsan et de néosalvarsan à l'hôpital de Saïgon et leur Introduction par voie veineuse dans l'organisme.	1914	17	284
1050	AHMC-17-293	Extrait des Rapports annuels des provinces	Variétés. Maternités indigènes en Annam en 1913.	1914	17	293
1051	AHMC-17-297	Dupuy	Opiomanie à Canton. Extrait du Rapport annuel de 1912.	1914	17	297
1052	AHMC-17-299	Reboul	Variétés. Conditions d'existence de l'annamite. Extrait du Rapport annuel de l'Annam de 1912.	1914	17	299
1053	AHMC-17-303	Cheynel	Variétés. Adduction d'eau potable à Chandernagor.	1914	17	303
1054	AHMC-17-307	Porot	Nouveau cas d'état méningé au cours du paludisme.	1914	17	307
1055	AHMC-17-309	G. Milian 	La posologie du 606.	1914	17	309
1056	AHMC-17-311	Couteaud	La chirurgie, l'émétine et l'ipéca dans le traitement des abcès du foie.	1914	17	311
1057	AHMC-17-312	Valence	Abcès du foie traité selon la méthode de rogers cures d'émétine contre l'amibiase.	1914	17	312
1058	AHMC-17-313	Clementino Fraga	Le foie dans le paludisme chronique. Étude de son état clinique et fonctionnel.	1914	17	313
1059	AHMC-17-314		Valeur comparative de la réaction de Wassermann et de la luétine-réaction de Noguchi	1914	17	314
1060	AHMC-17-315	F. Ramond	Le traitement des hémorragies intestinales de la fièvre typhoïde par l'émétine.	1914	17	315
1061	AHMC-17-316	Ciro L. Urriola	Petit paludisme, paludisme larvé.	1914	17	316
1062	AHMC-17-317	Paul Ravaut	Récidives et réinfections après traitement de la syphilis par le salvarsan.	1914	17	317
1063	AHMC-17-318	Ehlers, de Copenhague	Injection supermaximale de benzoate de mercure pour le traitement de la syphilis.	1914	17	318
1064	AHMC-17-319	Dopter et Pauron	Variétés. Action de l'émétine dans le traitement des abcès dysentériques du foie.	1914	17	319
1065	AHMC-17-320	le professeur Chauffard	Variétés. Les rechutes dans la dysenterie amibienne.	1914	17	320
1066	AHMC-17-349	Delrieu	Organisation du service de santé en Afrique Occidentale Française.	1914	17	349
1067	AHMC-17-361	Ringenbach	Tournée médicale effectuée de Brazzaville à Pointe-Noire (Moyen-Congo et Gabon) en juin et juillet 1912.	1914	17	361
1068	AHMC-17-387	Heusch	Organisation sanitaire de la colonie de Tahiti. Réalisations et projets (1910-1913). (Suite et fin).	1914	17	387
1069	AHMC-17-417	Devy	Notes sur l'emploi à Pnòm-Penh de la lymphe de Haffkine en vue de la prophylaxie de la peste en 1910.	1914	17	417
1070	AHMC-17-446	Abbatucci	Notes sur les accidents observés à la suite d'injections préventives de sérum antipesteux de Yersin.	1914	17	446
1071	AHMC-17-450	F. Noc ;L. Stevenel;T.Iman	Prophylaxie et traitement de la syphilis et du pian à la Martinique par les injections intraveineuses de 606.	1914	17	450
1072	AHMC-17-462	Kérandel	Dysenterie bacillaire (distribution géographique et bactériologie).	1914	17	462
1073	AHMC-17-479	Allard	La maladie du sommeil au Mossi en 1906.	1914	17	479
1074	AHMC-17-483	L. Mathis	Contribution à l'étude du béribéri. Considérations sur la tuberculose parmi la population indigène du Tonkin.	1914	17	483
1075	AHMC-17-501	Vadon	Un poste médical consulaire en Chine Yunnan-Fou.	1914	17	501
1076	AHMC-17-525	Colin	Sur les modes d'extraction et de séparation des alcaloïdes contenus dans l'Ipéca. Sur le mode de préparation du chlorhydrate d'émétine. Par le procédé de M. E. Froment. Observations recueillies au laboratoire de la Pharmacie Centrale de l'Armée.	1914	17	525
1077	AHMC-17-531	Jean Legendre	Index endémique du paludisme et sa prophylaxie à Tananarive (Madagascar).	1914	17	531
1078	AHMC-17-535	Lalluyaux D'Ormay	Épidémie de dengue en Cochinchine en 1873. Extrait des Rapports de l'hôpital de Saïgon.	1914	17	535
1079	AHMC-17-547	Le Pape	Clinique d'Outre-Mer. L'émétine dans les amibiases à Harrar (Abyssinie).	1914	17	547
1080	AHMC-17-551	L.Rousseau	Accidents consécutifs à deux injections de Salvarsan (606), observés à Saïgon en mars 1913.	1914	17	551
1081	AHMC-17-553	Viala	Infiltration d'urine.	1914	17	553
1082	AHMC-17-557	Dagorn	Clinique d'Outre-Mer. Cholécystite.	1914	17	557
1083	AHMC-17-558	Gallet de Santerre	Deux cas de contusions abdominales ayant occasionné la rupture du foie.	1914	17	558
1084	AHMC-17-560	Gallet de Santerre	Oedèmes fugaces de la face d'origine syphilitique.	1914	17	560
1085	AHMC-17-562	L. Mathis	Clinique d'Outre-Mer. Ictère consécutif à l'absorption de chloroforme par la voie gastrique (Cao-Bang).	1914	17	562
1086	AHMC-17-563	Clarac	Principales maladies épidémiques observées en Indochine en 1912. Extrait des Rapports de l'Inspection générale des Services sanitaires et médicaux.	1914	17	563
1087	AHMC-17-572	Mazière	Clinique d'Outre-Mer. Traitement d'un cas de tétanos par des injections intraveineuses de sérum antitétanique à hautes doses, au Dahomey.	1914	17	572
1088	AHMC-17-574	Dupuy	Plaie perforante de l'abdomen par coup de feu sans lésion viscérale.	1914	17	574
1089	AHMC-17-576	Blanchard	Parotidite unilatérale peut-être post-opératoire.	1914	17	576
1090	AHMC-17-577	Alliot	Observation d'accès pernicieux à l'hôpital colonial de Saint-Louis.	1914	17	577
1091	AHMC-17-579	Chartres	Trois observations prises à l'hôpital de la transportation de l'île Nou (Nouvelle-Calédonie).	1914	17	579
1092	AHMC-17-589	Spire	Clinique d'Outre-Mer. Examen anatomo-pathologique des organes prélevés à l'autopsie de deux européens morts de typhus amaryl. Extrait du Rapport annuel de 1912 du Dahomey.	1914	17	589
1093	AHMC-17-590	Dubalen	Adrénaline et choléra. Extrait du Rapport annuel de 1912 de la Province de Soairing (Cochinchine).	1914	17	590
1094	AHMC-17-592	Allard	Double kyste hydatique du foie méconnu.	1914	17	592
1095	AHMC-17-595		Clinique d'Outre-Mer. Deux observations de paludisme avec hémorragies rétiniennes (hôpital de Tananarive)	1914	17	595
1096	AHMC-17-597	E. Sambuc ;R. Baujean	Un cas de cachexie oedémateuse chez l'homme. Distomatose hépatique, avec syndrome pseudo-béribérique(1).	1914	17	597
1097	AHMC-17-602	Denoeux	Un cas de pyohémie chronique. Extrait du Rapport médical annuel de 1912 de la Province de Caobang.	1914	17	602
1098	AHMC-17-604	J.-L. Mathis	Abcès à répétition. Extrait du Rapport médical annuel de 1912 de la Province de Caobang.	1914	17	604
1099	AHMC-17-605	Extrait du Rapport annuel de 1912	Traitement du pian à l'hôpital indigène de Ha-Dong. 	1914	17	605
1100	AHMC-17-608	Blanchard	Clinique d'Outre-Mer. Un cas de péritonite et méningite pneumococciques associées.	1914	17	608
1101	AHMC-17-609	Jourdran	Plaie traumatique de l'aorte (coput de baïonnette). Hémothorax, survie de deux mois. Observation prise à la clinique de l'Hôpital indigène de Tananarive (Madagascar).	1914	17	609
1102	AHMC-17-611	C. Blin 	Ablation totale de la rotule à la suite de fractures multiples par écrasement.	1914	17	611
1103	AHMC-17-614	Dagorn	Clinique d'Outre-Mer. Dysenterie aiguë mixte. Hépatite suppurée ancienne.	1914	17	614
1104	AHMC-17-616	G. Mathis	Réflexions sur six cas d'hépatite suppurée observés à l'hôpital militaire de Hanoï.	1914	17	616
1105	AHMC-17-618	Dagorn	Une fièvre indéterminée observée à l'hôpital de Hanoï.	1914	17	618
1106	AHMC-17-620	Clarac	Alcoolisme, opiomanie en Indochine (Extrait du Rapport médical annuel de 1912 de l'Inspection générale des services sanitaires et médicaux).	1914	17	620
1107	AHMC-17-626	Ch. Niel	Variétés. Hygiène et soins de la bouche et des dents.	1914	17	626
1108	AHMC-17-632	de Goyon	Note sur les mouches piquantes et les épizooties du bas Dahomey.	1914	17	632
1109	AHMC-17-634	Georgelin ;Hermant ;Thiéry ;Pic ;Martin ;Perthuisot ;Rongier ;	Paludisme et quinine d'état en Indochine en 1912. (Extrait des Rapports annuels.) Tonkin. Direction locale de la santé	1914	17	634
1110	AHMC-17-653	Biraud	Variétés. Questions sanitaires et d'hygiène locales dans le territoire civil de la Mauritanie. Extrait du Rapport médical annuel de 1913.	1914	17	653
1111	AHMC-17-656	Borrel	Superstitions médicales au Cambodge. Extrait du Rapport médical annuel (1912). Par M. le Dr Philippe et	1914	17	656
1112	AHMC-17-663	Extrait du Rapport annuel de 1912 de la province de Vinh-Yen	Variétés. Station d'altitude du Tam-Dao. 	1914	17	663
1113	AHMC-17-665	Extraits des Rapports médicaux annuels de 1911 et 1912	Les officiers de santé et les médecins empiriques dans l'Inde française	1914	17	665
1114	AHMC-17-672	Ballot	Dosage rapide de l'acide urique.	1914	17	672
1115	AHMC-17-674	Georges Lambert	Note sur le Pantopon.	1914	17	674
1116	AHMC-17-723	J.-M.-J. Vassal	Troisième congrès biennal de l'association de médecine tropicale d'Extrême-Orient, tenu à Saïgon du 8 au 15 novembre 1913, sous la présidence du médecin inspecteur Clarac. Compte rendu.	1914	17	723
1117	AHMC-17-751	Renault	Une épidémie de choléra à Pondichéry en 1913-1914. Essais de traitement par le chlorhydrate d'émétine.	1914	17	751
1118	AHMC-17-767	A.-B. Pic	Notes sur la peste du Binh-Thuan (Sud-Annam).	1914	17	767
1119	AHMC-17-798	Thiéry	Rapport sur l'épidémie de peste de 1913 dans la délégation de Phanrang (Annam).	1914	17	798
1120	AHMC-17-809	Malouvier	Épidémie de paludisme dans la province de Son-Tay (Tonkin), mai-juin-juillet 1913.	1914	17	809
1121	AHMC-17-825	Gravellat	Rapport sur l'état sanitaire du bataillon de tirailleurs Sénégalais de Rufisque (Sénégal). Octobre 1913 à avril 1914.	1914	17	825
1122	AHMC-17-833	J.-L.-M. Mathis	Notes sur le fonctionnement du service de santé dans le 2° territoire militaire du Tonkin (province de Cao-Bang).	1914	17	833
1123	AHMC-17-860	C. Mathis	Unicité ou pluralité des amibes dysentériques.	1914	17	860
1124	AHMC-17-867	Dumas	Statistique des maladies traitées par l'émétine à Saïgon et au cap Saint-Jacques en 1913. Dysenteries amibiennes ou mixtes.	1914	17	867
1125	AHMC-17-868	Roussy	Traitement de la filariose par l'atoxyl.	1914	17	868
1126	AHMC-17-874	C. Allary	Cinq mois de vaccination dans le Delta du Tonkin.	1914	17	874
1127	AHMC-17-886	Brau ; Nogue 	Les hémorragies du tube digestif au cours de l'hépatite suppurée.	1914	17	886
1128	AHMC-17-917	Contaut	Considérations générales sur la morbidité et la mortalité au Gabon, pendant l'année 1913.	1914	17	917
1129	AHMC-17-940	Collomb	Les maladies épidémiques en Afrique occidentale française en 1912. Fièvre jaune. – Peste. – Variole.	1914	17	940
1130	AHMC-17-955	Gallay	Morbidité et mortalité des troupes du corps d'occupation de Madagascar (année 1912).	1914	17	955
1131	AHMC-17-964	Brau. Première partie (juillet 1913)	Clinique d'Outre-Mer. Dysenteries ou diarrhées amibiennes traitées avec succès par les injections de chlorhydrate d'émétine (service des dysentériques de l'hôpital militaire de Saïgon).	1914	17	964
1132	AHMC-17-100	Bijon	Sur un cas de Goundou à Kayes.	1914	17	100
1133	AHMC-17-100	Bijon	Sphacèle progressif de la jambe d'origine filarienne. Auto-amputation par le malade, complétée à l'hôpital.	1914	17	100
1134	AHMC-17-101	Abbatucci	Une cystotomie sus-pubienne d'urgence.	1914	17	101
1135	AHMC-17-101	Dagorn, Le Dantec	Observations de dysenterie et d'hépatite suppurée, recueillies à l'hôpital de Hanoï.	1914	17	101
1136	AHMC-17-101	Percheron	Étude sur les cas d'ictère constatés dans le service des fiévreux à l'hôpital de campagne de Casablanca (1er novembre 1913-1er mai 1914).	1914	17	101
1137	AHMC-18-1	Lasnet	État sanitaire des troupes noires de l'armée du Rhin (troupes sénégalaises) pendant l'hiver 1919-1920.	1920	18	1
1138	AHMC-18-8	Camail et Cazanove. I	Considérations sur la valeur physique des contingents indigènes recrutés à Madagascar pendant la durée de la guerre.	1920	18	8
1139	AHMC-18-46	Cartron et Bacqué. I. Considérations générales	Notes sur la vaccination antipneumococcique et la sérothérapie antipneumococcique chez les tirailleurs sénégalais à Biskra (Algérie) 1919-1920.	1920	18	46
1140	AHMC-18-62	Girard	La Bilharziose américaine à Madagascar.	1920	18	62
1141	AHMC-18-76	Abbatucci	Considérations cliniques sur l'épidémie de grippe de 1918-1919 observée à l'hôpital de Fez (Maroc).	1920	18	76
1142	AHMC-18-80	Petit	Traitement de la gelure des pieds par une eau minérale naturelle en injections sous-cutanées.	1920	18	80
1143	AHMC-18-88	Lespinasse	Étude sur l'alimentation en eau potable dans l'archipel des Tuamotu.	1920	18	88
1144	AHMC-18-97	Lépine	Rapport sur une tournée d'inspection médicale dans la région ouest du Cameroun (mai-juin 1920).	1920	18	97
1145	AHMC-18-105	Vallet (A.-L.-M)	Rapport sur le fonctionnement du service médical du consulat de France à Tchong-King pendant l'année 1919.	1920	18	105
1146	AHMC-18-109	Marcel Leger	La lèpre dans les colonies françaises.	1920	18	109
1147	AHMC-18-138	Giudicelli	Documents cliniques. Un cas de péritonite mortelle consécutive à une perforation de l'intestin par ascarides, à Loango (Moyen-Congo).	1920	18	138
1148	AHMC-18-139	H. G	Quinine et fièvre hémoglobinurique.	1920	18	139
1149	AHMC-19-5	F. Noc	Les dysenteries et les entérites infectieuses et parasitaires.	1921	19	5
1150	AHMC-19-38	Collomb;Huot;Lecomte	Note sur l'épidémie de peste au Sénégal en 1914	1921	19	38
1151	AHMC-19-72	Montfort	Un cas de peste autochtone en Nouvelle-Calédonie.	1921	19	72
1152	AHMC-19-75	Clapier	Ostéite hypertrophiante au cours du pian.	1921	19	75
1153	AHMC-19-85	Jamot	De l'utilisation des naturels de l'Afrique équatoriale pour la lutte contre la maladie du sommeil.	1921	19	85
1154	AHMC-19-93	Seguin	Contribution à l'étude du diagnostic précoce de la syphilis.	1921	19	93
1155	AHMC-19-94	Clapier	Documents cliniques. Endémicité. Sur l'Oubangui, de fièvres rappelant la dengue.	1921	19	94
1156	AHMC-19-107	Normet ; Marzin ;A. Gambier;Goyon;Le Villain	Documents cliniques. Traitement de l'ulcère phagédénique des pays chauds.	1921	19	107
1157	AHMC-19-135	Marcel Léger	L'infestation par ankylostomes à la Guyane française.	1921	19	135
1158	AHMC-19-147	Pons	Étude de la fièvre bilieuse hémoglobinurique dans ses rapports avec le paludisme.	1921	19	147
1159	AHMC-19-166	Spire	La lèpre au Dahomey.	1921	19	166
1160	AHMC-19-172	Lépine	La prophylaxie de la maladie du sommeil au Cameroun.	1921	19	172
1161	AHMC-19-179	Henric ; Lamoureux 	Un cas de fièvre jaune à la Martinique.	1921	19	179
1162	AHMC-19-181	Bloch ; Bouvelot	Emploi de l'huile de Chaulmoogra et de ses dérivés dans le traitement de la lèpre.	1921	19	181
1163	AHMC-19-188	Peltier ;Cavazza	Épidémie de méningite cérébro-spinale à bord du Roberto-Figueras, transportant un convoi de coolies annamites.	1921	19	188
1164	AHMC-19-192	Vincens	Notes sur le fonctionnement du service chirurgical à l'hôpital de Douala (Cameroun), novembre 1917 à novembre 1919.	1921	19	192
1165	AHMC-19-200	Ferris	La dysenterie et l'hépatite suppurée au Dahomey (1).	1921	19	200
1166	AHMC-19-202	Normet	Le traitement du paludisme.	1921	19	202
1167	AHMC-19-207	L. Stévenel 	Le bleu au permanganate.	1921	19	207
1168	AHMC-19-209	Thiroux	Le bactériophage d'Hérelle.	1921	19	209
1169	AHMC-19-210	Abbatucci	Documents cliniques. Accidents convulsifs mortels survenus au cours d'un traitement antisyphilitique par les injections intraveineuses de néo-salvarsan.	1921	19	210
1170	AHMC-19-214	Abbatucci	La toxhémie dans le typhus exanthématique et sa symptomatologie.	1921	19	214
1171	AHMC-19-217	Carretier ; Ferré 	Le traitement de l'ulcère phagédénique des pays chauds (4e note).	1921	19	217
1172	AHMC-19-247	Allain. I	L'épidémie de peste de Tamatave en mars et avril 1921.	1921	19	247
1173	AHMC-19-264	P.Gouzien	L'épidémie d'influenza de 1918-1919 dans les colonies françaises. Note préliminaire.	1921	19	264
1174	AHMC-19-303	Cartron et Bacqué	Notes sur le clou de Biskra chez les tirailleurs sénégalais à Biskra (Algérie).	1921	19	303
1175	AHMC-19-319	Clapier	L'endémie pianique sur le Bas-Oubangui. Essai de lutte antipianique, 1920.	1921	19	319
