                                                                                                                                                                                                                                                                                                                                                                                                                  article_titre  revue_annee
                                                                                                                                                                                                                                                                                                                                                    Un cas de maladie du sommeil (observé à la Côte d'Ivoire), par le Dr Cannac         1904
                                                                                                                                                                                                                                                                                                                                                     La médecine navale aux XVIIe et au XVIIIe siècle, par le Dr Reinhold Ruge,         1904
                                                                                                                                                                                                                                                                                                                            Variétés. Plaie pénétrante de l'abdomen par arme à feu, sans lésions de viscères, par le Dr H. Gros         1904
                                                                                                                                                                                                                                                                                                                                                    Essai étiologique et pathogénique sur la tuberculose, par le Dr Albert Titi         1904
                                                                                                                                                                                                                                                                                                                                                             Fonctionnement du service médical du « Peï-Ho », par le Dr Normand         1904
                                                                                                                                                                                                                                                                                                                                                      La médecine navale au XVIIe et au XVIIIe siècle, par le Dr Reinhold Ruge,         1904
                                                                                                                                                                                                                                                                                                           Accidents survenus à la suite de l'explosion d'un réservoir de torpille à bord du Jauréguiberry, par le Dr Guézennec         1904
                                                                                                                                                                                                                                                                       Variétés. / Isolement, dans les hôpitaux de la marine, des malades atteints de maladies contagieuses et en particulier de tuberculose pulmonaire ouverte         1904
                                                                                                                                                                                                                                                                          Variétés. / Modification du décret du 4 août 1903 supprimant la grande tenue des officiers supérieurs et subalternes. [C. Pelletan.]. [Émile Loubet.]         1904
                                                                                                                                                                                                                                                                                                                                                      Variétés. / Répartition des archives de médecine navale pour l'année 1904         1904
                                                                                                                                                                                                                                                                                 Variétés. Répartition des archives de médecine navale pour l'année 1904. / Liste des périodiques échangés avec les archives de médecine navale         1904
                                                                                                                                                                                                                                                                                                                                                   L'hôpital du croiseur "Jeanne-d'Arc". Son installation, par le Dr Lassabatie         1904
                                                                                                                                                                                                                                                                                                                                                La canonnière le "Capricorne" dans l'océan indien (1902-1904), par le Dr Chemin         1904
                                                                                                                                                                                                                                                                                                                                                                            Étude médicale de l'île de Groix, par le Dr Vincent         1904
                                                                                                                                                                                                                                                                                                                                                          Variétés. / Aspirateur potain modifié, par le Dr Palasne de Champeaux         1904
                                                                                                                                                                                                                                                                                                                                                              Variétés. / Modification du fonctionnement des hôpitaux maritimes         1904
                                                                                                                                                                                                                                       Variétés. Modification du fonctionnement des hôpitaux maritimes. [C. Pelletan.]. / Application dans la marine de la loi du 15 février 1902 relative à la protection de la santé publique         1904
                                                                                                                                                                                                                                                                                                                                                            La tuberculose dans la marine au port de Brest. Par le Dr Friocourt         1904
                                                                                                                                                                                                                                          Hôpital maritime de Port-Louis. Migration vers le rein droit d'un abcès du foie, sans pénétration dans les voies urinaires. Ouverture par la voie lombaire. Guérison. Par le Dr Pfihl         1904
                                                                                                                                                                                                                                                                                                                                                                        Recherches sur les méthylarsinates, par M. Saint-Sernin         1904
                                                                                                                                                                                                                                                                                                                                                                           Étude médicale de l'île de Groix, par le Dr Vincent,         1904
                                                                                                                                                                                                                                                                                                                Variétés. / Modifications à introduire dans la liste des médicaments en usage dans les hôpitaux. [C. Pelletan.]         1904
                                                                                                                                                                                                                                                                                                                                                                  L'hôpital de combat à bord de Cesarevitch, par le Dr Fontan,          1904
                                                                                                                                                                                                                                                                                                              L'hygiène du marin en 1903, à bord du croiseur cuirassé Pothuau (escadre de la Méditerranée), par le Dr Trabaud,          1904
                                                                                                                                                                                                                                                                                                                                                      L'explosion du « Forbin », croiseur de 3e classe, par le Dr L'Helgouach,          1904
                                                                                                                                                                                                                                                                                                   Variétés. Puériculture. [Dr E. Ausset.]. / Tarif des tirages à part des travaux insérés dans les archives de médecine navale         1904
                                                                                                                                                                                                                                                                                               Essai historique, critique et clinique sur le traitement de la pneumonie lobaire ou fibrineuse aiguë, par le Dr L.-E. Bertrand,          1904
                                                                                                                                                                                                                                                                                                                                                       Note médicale sur l'hôpital russe du Munychie (Grèce), par le Dr Duval,          1904
                                                                                                                                                                                                                                                                                                                                                                          Étude médicale de l'île de Groix, par le Dr Vincent,          1904
                                                                                                 Variétés. Mesures à prendre en vue de la prophylaxie de la tuberculose dans les casernes de gendarmerie. [C. Pelletan.]. / Limitation des délivrances de lait au personnel employé journellement au maniement des peintures. Rappel des précautions à observer pour l'exécution de certains travaux pouvant offrir des dangers         1904
                                                                                              Variétés. Limitation des délivrances de lait au personnel employé journellement au maniement des peintures. Rappel des précautions à observer pour l'exécution de certains travaux pouvant offrir des dangers. [C. Pelletan.]. / Enlèvement des emblèmes religieux garnissant des locaux autres que les chapelles. [C. Pelletan.]         1904
                                                                                                                                                                                 Hôpital maritime de Lorient. Hépatite suppurée nostras idiopathique, à évolution latente et à symptômatologie fruste. - Grand abcès unique, enkysté, staphylococcique. Ouverture dorsale postéro-inférieure. - Guérison. Par le Dr F. Michel,          1904
                                                                                                                                                                                                                                                                                          Que peut-il arriver aux blessés dans une guerre maritime ? Par le vice-amiral D. Paschen, traduit de l'allemand par le Dr E. Bellet,          1904
                                                                                                                                                                                                                                                                                                   L'eau potable à bord. Captation et distribution de l'eau potable, eau distillée et eau stérilisée, par le Dr P. le Méhauté,          1904
                                                                                                                                                                                                                                                                                                                                       Variétés. / Organisation de l'inspection du travail dans les établissements de la marine         1904
                                                                                                                                                                                                                                                                                                                                               Contribution à la prophylaxie de la tuberculose dans la marine, par le Dr Guès,          1904
                                                                                                                                                                                                                                                                                                   L'eau potable à bord. Captation et distribution de l'eau potable. Eau distillée et eau stérilisée, par le Dr P. le Méhauté,          1904
                                                                                                                                                                                                                                                                                                                                                                     Les navires-hôpitaux japonais. Par le Dr Georges Varenne,          1904
                                                                                                                                                                                                                                                                                                                                                                             Le bassin du Yang-Tsé-Kiang. Par M. le Dr Rideau,          1904
                                                                                                                                                                                                                                                                                                                                   Les maladies de misère physiologique chez les pêcheurs de Terre-Neuve, par le Dr G. Bonain,          1904
                                                                                                                                                                                                                                                                 Variétés. Examen de la vision des candidats à l'École navale. [C. Pelletan.]. / Mesures à prendre pour éviter la propagation de la tuberculose. [C. Pelletan.]         1904
                                                                                                                                                                                                                                                                                                                                                                  Notes sur la côte ouest de Madagascar, par le Dr L. Cassien,          1904
                                                                                                                                                                                                                                                                                                                                                             La mécanothérapie et les blessés de la marine, par le Dr G. Bonain         1904
                                                                                                                                                                                                                                                                                                                                                             Note sur l'emploi de la stovaïne en art dentaire, par le Dr Gauran         1904
                                                                                                                                                                                                                                                                                                                                                                        Le territoire de Quang-Tchéou-Wan, par le Dr Cazamian,          1904
                                                                                                                                                                                                                                                                                                              Action pathogène des parasites de l'intestin : appendicite, fièvre typhoïde, dysenterie, par le Dr Jules Guiart,          1904
                                                                                                                                                                                                                                                                                           Variétés. / Conditons dans lesquelles les marins et militaires, etc., pourront sortir des hôpitaux maritimes avant complète guérison         1904
                                                                                                                                                                                 Variétés. Conditons dans lesquelles les marins et militaires, etc., pourront sortir des hôpitaux maritimes avant complète guérison. [C. Pelletan.]. / Service des médecins et pharmaciens de 3e classe à l'école d'application. [C. Pelletan.]         1904
                                                                                                                                                                                                                                                                                                                            Réservoirs d'eau métalliques et leur cimentage à bord des navires de guerre, par le Dr A. Valence,          1904
                                                                                                                                                                                                                                                                                                                                                     Un cas de lèpre observé à l'hôpital maritime de Brest, par le Dr Thémoin,          1904
                                                                                                                                                                                                                                                                                                                                                       Un cas de lèpre observé à l'hôpital maritime de Brest, par le Dr Thémoin         1904
                                                                                                                                                                                                                                                                                                                                                                          Les moules et la fièvre typhoïde, par le Dr Pungier,          1904
                                                                                                                                                                                                                                                                                                                     Note médicale sur une expédition militaire dans l'intérieur de l'île de Céram, par le Dr J.-B. van Leent,          1904
                                                                                                                                                                                                                                                                                    Étude sur le développement des apprentis à l'entrée et à la sortie de l'école des ouvriers mécaniciens de la marine, par le Dr Lacarrière,          1904
                                                                                                                                                                                                                    Hôpital maritime de Lorient. Péritonite suppurée consécutive à une perforation de l'intestin grêle de cause indéterminée. - Laparotomie et suture après 52 heures. - Guérison. Par les docteurs F. Michel,          1904
                                                                                                                                                                                                                                                                                                                                               Les contre-torpilleurs de l'escadre de la Méditerranée en 1904, par le Dr Duval,         1905
                                                                                                                                                                                                                                                                                                                                                         La station locale du Congo Français et du Gabon, par M. le Dr Duville,         1905
                                                                                                                                                                                                                                                                                     Variétés. / Congrès international de médecine à Lisbonne en 1906. / Rangs de préséance des officiers embarqués. Circulaire. [C. Pelletan.]         1905
                                                                                                                                                                                                                                                                                                                                                                Service de santé à bord, en temps de guerre, par le Dr Valence,         1905
                                                                                                                                                                                                                                                                                                             Production, conservation et distribution de l'eau douce à bord du croiseur italien Varèse, par le Dr C.-M. Belli,          1905
                                                                                                                                                                                                                                                                                                      Variétés. / Départ des Islandais et des Terres-Neuvas. / Prix Blache. / Traitement de la fièvre typhoïde par le pyramidon         1905
                                                                                                                                                                                                                                                                                                                                             Premiers secours aux blessés dans un combat maritime, par le Dr John Cropper Wise,         1905
                                                                                                                                                                                                                                                                                                                                                                  L'électricité médicale dans la marine, par le Dr Albert Titi,         1905
                                                                                                                                                                                                                                                                                      Influence de l'hygiène et de la nourriture sur le développement du scorbut à bord des bâtiments pêcheurs de Terre-Neuve, par le Dr Lucas,         1905
                                                                                                                                                                                                                                                                                                                                              Curieux effet de caléfaction ; un cas de brûlure de l'oeil, par le Dr A. Lafolie,         1905
                                                                                                                                                                                                                                                                                                                                                                             Les secours aux blessés dans les guerres maritimes         1905
                                                                                                                                                                                                                                                                                     Variétés. Mise en service de l'hôpital de Sidi-Abdallah. [Bernard, Gaston Thomson.]. / Demande de renseignements concernant la tuberculose         1905
                                                                                                                                                                                Variétés. Demande de renseignements concernant la tuberculose. [Bernard.]. / Autorisation de prendre part aux travaux des congrès coloniaux français. [Gaston Thomson.]. / Délivrance du baume du Dr Baissade aux navires de plus de 150 hommes         1905
                                                                                                                                                                                                                Variétés. Délivrance du baume du Dr Baissade aux navires de plus de 150 hommes. [Gaston Thomson.]. / Avantages concédés au personnel de la marine par la société des eaux minérales de Châtel-Guyon. [Bernard.]         1905
                                                                                                                                                                                                                                              Hôpital maritime de Lorient. / Deux cas opérés d'occlusion intestinale aiguë, l'un par diverticule de Meckel et l'autre par brides mésentériques congénitales, par le Dr Michel,          1905
                                                                                                                                                                                                                                                Hôpital maritime de Lorient. Deux cas opérés d'occlusion intestinale aiguë, l'un par diverticule de Meckel et l'autre par brides mésentériques congénitales, par le Dr Michel,          1905
                                                                                                                                                                                                                                                                                 La tumeur bilatérale du nez des pays tropicaux, par le Dr Friedrichsen, à Zanzibar (Est de l'Afrique), traduit de l'allemand, par le Dr Souls,         1905
                                                                                                                                                                                                                                                                                                                                                                   Les secours aux blessés dans les guerres maritimes. (Suite.)         1905
                                                                                                                                                                                                                  Variétés. / Autorisation à M. le pharmacien en chef de 2e classe Robert de collaborer au Droit médical. [Bernard.]. / Modification des coffres à pansement Pa et Pb. Création d'un coffre de mobilisation Pb2         1905
                                                                                                                                                                                                                                                                                                                                                  L'hygiène navale à bord du croiseur cuirassé Marseillaise, par le Dr Valence,         1905
                                                                                                                                                                                                                                                                                                                                                                     Les secours aux blessés dans les guerres maritimes. (Fin.)         1905
                                                                                                                                                                                                  Variétés. Rapport approuvé par le président de la république et suivi d'une circulaire modifiant le décret du 19 novembre 1903 sur la responsabilité du matériel des bâtiments. [Gaston Thomson, Émile Loubet.]. / Circulaire         1905
                                                                                                                                                                                                                                                 Variétés. Circulaire. [Gaston Thomson.]. / Rapport au président de la république, suivi d'un décret portant création de deux classes dans le grade de premier-maître infirmier         1905
                                                                                                                                                                                                                    Variétés. Rapport au président de la république, suivi d'un décret portant création de deux classes dans le grade de premier-maître infirmier. [Gaston Thomson.]. / Décret. [Émile Loubet, Gaston Thomson.]         1905
                                                                                                                                                                                                                                                                                                                                                                 La fièvre bilieuse hémoglobinurique, par le Dr Jules Regnault,         1905
                                                                                                                                                                                                                                                                                                                                                 L'hygiène navale à bord du croiseur cuirassé Marseillaise, par le Dr Valence,          1905
                                                                                                              Variétés. Modifications au décret du 15 mai 1903 portant création d'un brevet d'officier interprète. [Émile Loubet, Gaston Thomson.]. / Autorisation à M. le médecin en chef Duchateau de collaborer au traité encyclopédique d'hygiène. [Gaston Thomson.]. / Mission pour l'étude de la tuberculose à l'étranger         1905
                                                                                                                                                                                                                                                                                 Hôpital maritime de Brest. / Tumeur volumineuse de la parotide gauche (adéno-myxo-chondro-sarcome). - Extirpation. - Guérison. Par le Dr Pfihl         1905
                                                                                                                                                                                                                                                                                   Hôpital maritime de Brest. Tumeur volumineuse de la parotide gauche (adéno-myxo-chondro-sarcome). - Extirpation. - Guérison. Par le Dr Pfihl         1905
                                                                                                                                                                                                                                                                                                                                                   L'hygiène navale à bord du croiseur cuirassé Marseillaise, par le Dr Valenge         1905
                                                                                                                                                                                                                                                                                                                                                      L'infection palustre et son traitement. Étude pratique, par le Dr H. Gros         1905
                                                                                                                                                                                                                                                                                                                                                         L'hygiène et les hôpitaux à Buenos-Ayres, en 1905, par le Dr Duchateau         1905
                                                                                                                                                                                                                                                                                                                                                               Le congrès colonial de 1905. Compte rendu, par le Dr J. Regnault         1905
                                                                                                                                                                                                                                                                                                                                                  L'hygiène navale à bord du croiseur cuirassé marseillaise, par le Dr Valence,         1905
                                                                                                                                                                                                                                                                                                                                            L'infection palustre et son traitement. Étude pratique, par le Dr H. Gros. (Suite.)         1905
                                                                                                                                                                                                                                                                                                                                                Aptitude physique pour le service à bord des sous-marins, par le Dr J. Regnault         1905
                                                                                                                                                                                                                                                                                                                                                      L'infection palustre et son traitement. Étude pratique, par le Dr H. Gros         1905
                                                                                                                                                                                                                                                 Plaie pénétrante de l'abdomen avec issue de l'intestin. Fistule stercorale consecutive. - Guérison. / Observation recueillie à l'hôpital maritime de Brest. Par le Dr Pungier,         1905
                                                                                                                                                                                                                                                                                                                                                                         Deux cas de fracture de la rotule, par le Dr Machenaud         1905
                                                                                                                                                                                                                                                                                                                                                 Considérations hygiéniques sur les navires sous-marins, par le Dr C.-M. Belli,         1905
                                                                                                                                                                                                                                                                                                                  Quelques cas de fluxions articulaires, apyretiques et éphémères, probablement rhumatismales. Par le Dr Brunet         1905
                                                                                                                                                                                                                                                                                                                                        Surrénalité mercurielle chez l'homme. Son importance en pathologie, par le Dr Moulinier         1905
                                                                                                                                                                                                                                                                                                                                           Variétés. / Tenues des officiers et fonctionnaires des différents corps de la marine         1905
                                                                                                                                                                                                                                                                                                            Variétés. / Liste des communications inscrites au congrès international de la tuberculose (Paris, 2-7 octobre 1905)         1905
                                                                                                                                                                                                                                                                                                                                                   Étiologie et prophylaxie de la tuberculose dans la marine, par le Dr Auffret         1905
                                                                                                                                                                                                                                                                                                                                                          Fonctionnement du service de santé dans les dépôts, par le Dr Lafolie         1905
                                                                                                                                                                                                                                                                                                                                                                   L'escadre de l'extrême-orient en 1903-1905, par le Dr Abelin         1905
                                                                                                                                                                                                                                                                                                                                                                      Eau potable à bord du Duguay-Trouin, par le Dr Le Méhauté         1905
                                                                                                                     Variétés. Traitements électriques et radiographiques. [Gaston thomson.]. / Les repas ne sont dus aux médecins et pharmaciens de 3e classe stagiaires à l'école d'application, que pendant la période scolaire. [Gaston Thomson.]. / Repas accordés au personnel du service des hôpitaux. [Gaston Thomson.]         1905
